PID,LEGAL_TYPE,FOLIO,LAND_COORDINATE,ZONING_DISTRICT,ZONING_CLASSIFICATION,LOT,PLAN,BLOCK,DISTRICT_LOT,FROM_CIVIC_NUMBER,TO_CIVIC_NUMBER,STREET_NAME,PROPERTY_POSTAL_CODE,NARRATIVE_LEGAL_LINE1,NARRATIVE_LEGAL_LINE2,NARRATIVE_LEGAL_LINE3,NARRATIVE_LEGAL_LINE4,NARRATIVE_LEGAL_LINE5,CURRENT_LAND_VALUE,CURRENT_IMPROVEMENT_VALUE,TAX_ASSESSMENT_YEAR,PREVIOUS_LAND_VALUE,PREVIOUS_IMPROVEMENT_VALUE,YEAR_BUILT,BIG_IMPROVEMENT_YEAR,TAX_LEVY,NEIGHBOURHOOD_CODE,REPORT_YEAR
030-449-049,STRATA,834313070270,83431307,CD-1 (566),,270,EPS4966,,331,918,3557.0,SAWMILL CRES,V5S 0E2,"STRATA LOT 270, PLAN EPS4966, DISTR","ICT LOT 331, GROUP 1, NEW WESTMINST","ER LAND DISTRICT, TOGETHER WITH AN",INTEREST IN THE COMMON PROPERTY IN,PROPORTION TO THE UNIT ENTITLEMENT,491000.0,322000.0,2020.0,551000.0,323000.0,2018.0,2018.0,2378.58,18,2020
031-596-100,STRATA,837313330209,83731333,CD-1 (566),Comprehensive Development,209,EPS6725,,331,1006,3538.0,SAWMILL CRES,V5S 0J8,STRATA LOT 209  PLAN EPS6725  DISTR,ICT LOT 331  NWD  GROUP 1  TOGETHER,WITH AN INTEREST IN THE COMMON PRO,PERTY IN PROPORTION TO THE UNIT ENT,ITLEMENT OF THE STRATA LOT AS SHOWN,600000.0,242000.0,2023.0,158690.0,450590.0,,,,18,2023
031-385-745,STRATA,170730060012,17073006,CD-1 (635),Comprehensive Development,12,EPS6770,840,526,204,4932.0,CAMBIE ST,V5Z 0K1,STRATA LOT 12  BLOCK 840  PLAN EPS6,770  DISTRICT LOT 526  NWD  GROUP 1,TOGETHER WITH AN INTEREST IN THE,COMMON PROPERTY IN PROPORTION TO TH,E UNIT ENTITLEMENT OF THE STRATA LO,993000.0,330000.0,2023.0,856000.0,347000.0,2021.0,2021.0,,9,2023
028-545-508,STRATA,640171930079,64017193,CD-1 (471),Comprehensive Development,79,BCS4064,,302,715,1887.0,CROWE ST,V5Y 0B4,LOT 79  PLAN BCS4064  DISTRICT LOT,"302  NWD GROUP 1, TOGETHER WITH AN",INTEREST IN THE COMMON PROPERTY IN,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,545000.0,171000.0,2023.0,496000.0,168000.0,2011.0,2011.0,,13,2023
005-858-780,LAND,823145150000,82314515,RS-1,One-Family Dwelling,19,VAP2153,A,319,,1179.0,64TH AVE W,V6P 2M5,LOT 19  BLOCK A  PLAN VAP2153  DIST,"RICT LOT 319  NWD  OF LOT 3, & DL 3","19, 323 & 324",,,1940000.0,606000.0,2022.0,1625000.0,550000.0,2009.0,2009.0,8734.21,12,2022
025-402-366,STRATA,648163970020,64816397,C-3A,Commercial,20,LMS4665,,526,106,633.0,8TH AVE W,V5Z 1C7,LOT 20  PLAN LMS4665  DISTRICT LOT,526  NWD  BCAGROUP 1 UNDIV 37/6981,SHARE IN COM PROP THEREIN TOGETHER,WITH AN INTEREST IN THE COMMON PROP,ERTY IN PROPORTION TO THE UNIT ENTI,279000.0,93100.0,2022.0,256000.0,85400.0,2002.0,2002.0,1002.04,7,2022
003-401-596,LAND,710179420000,71017942,RS-1,One-Family Dwelling,5,VAP2913,683,526,,158.0,KING EDWARD AVE W,V5Y 2H9,LOT 5  BLOCK 683  PLAN VAP2913  DIS,TRICT LOT 526  NWD GROUP 1.,,,,2234000.0,98300.0,2021.0,2070000.0,103000.0,1940.0,1965.0,8636.15,9,2021
005-135-184,LAND,810254410000,81025441,RS-1,One-Family Dwelling,8,VAP1799,A,726,,2241.0,54TH AVE E,V5P 1Y8,LOT 8  BLOCK A  PLAN VAP1799  DISTR,ICT LOT 726  NWD GROUP 1.,,,,1136000.0,307000.0,2020.0,1354000.0,285000.0,2002.0,2002.0,5868.77,24,2020
009-123-709,LAND,815287360000,81528736,RS-1,Single Detached House,6,VAP11489,71,,,3038.0,59TH AVE E,V5S 2B3,LOT 6  BLOCK 71  PLAN VAP11489  NWD,"DISTRICT LOT FRASERVIEW, OF LOT G.",,,,2005000.0,66100.0,2023.0,1812000.0,68900.0,1964.0,1970.0,,25,2023
027-504-468,STRATA,664134930050,66413493,RM-3,Multiple Dwelling,50,BCS2886,,526,1101,1333.0,11TH AVE W,V6H 0A4,LOT 50  PLAN BCS2886  DISTRICT LOT,"526  NWD GROUP 1, TOGETHER WITH AN",INTEREST IN THE COMMON PROPERTY IN,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,733000.0,313000.0,2020.0,810000.0,316000.0,2008.0,2008.0,3060.26,7,2020
024-293-172,STRATA,132826760001,13282676,RM-8,Multiple Dwelling,1,LMS3707,,324,,8512.0,FRENCH ST,V6P 4W2,LOT 1  PLAN LMS3707  DISTRICT LOT 3,24  NWD TOGETHER WITH AN INTEREST I,N THE COMMON PROPERTY IN PROPORTION,TO THE UNIT ENTITLEMENT OF THE STR,"ATA LOT AS SHOWN ON FORM 1 OR V, AS",1370000.0,307000.0,2023.0,1217000.0,319000.0,1998.0,2000.0,,12,2023
031-697-160,STRATA,588270200008,58827020,RM-3A,Multiple Dwelling,8,EPS8363,,THSL,,2416.0,FRANKLIN ST,,STRATA LOT 8  PLAN EPS8363  DISTRIC,T LOT THSL  NWD  GROUP 1  TOGETHER,WITH AN INTEREST IN THE COMMON PROP,ERTY IN PROPORTION TO THE UNIT ENTI,TLEMENT OF THE STRATA LOT AS SHOWN,849000.0,283000.0,2023.0,,,,,,20,2023
025-886-070,STRATA,654087430011,65408743,C-7,Commercial,11,BCS733,,526,204,2137.0,10TH AVE W,V6K 4W4,LOT 11  PLAN BCS733  DISTRICT LOT 5,26  NEW WESTMINSTER UNDIV 62/4796 S,HARE IN COM PROP THEREIN.,,,479000.0,232000.0,2022.0,468000.0,227000.0,2004.0,2004.0,1914.67,2,2022
023-525-941,STRATA,161612030089,16161203,CD-1 (297),Comprehensive Development,89,LMS2518,,FC,2206,1201.0,MARINASIDE CRES,V6Z 2V2,"STRATA LOT 89, PLAN LMS2518, DISTRI","CT LOT FC, NEW WESTMINSTER LAND DIS","TRICT, TOGETHER WITH AN INTEREST IN",THE COMMON PROPERTY IN PROPORTION,TO THE UNIT ENTITLEMENT OF THE STRA,1155000.0,353000.0,2023.0,1103000.0,390000.0,1996.0,1996.0,,30,2023
026-714-523,STRATA,138608680005,13860868,DD,Comprehensive Development,5,BCS1906,,541,301,1168.0,RICHARDS ST,V6B 3E6,LOT 5  PLAN BCS1906  DISTRICT LOT 5,41  NEW WESTMINSTER GROUP 1.,,,,1032000.0,591000.0,2021.0,984000.0,579000.0,2006.0,2006.0,4743.21,29,2021
014-465-451,LAND,607253150000,60725315,RT-5,Two-Family Dwelling,8,VAP715,C,264A,,1933.0,CHARLES ST,V5L 2V1,LOT 8  BLOCK C  PLAN 715  DISTRICT,LOT 264A  NWD OF LOT 1 & BLK D OF B,LK 136 & PL 1771.,,,1533000.0,38000.0,2022.0,1243000.0,34400.0,1910.0,1967.0,6025.63,14,2022
013-174-720,LAND,824212770000,82421277,RS-1,Single Detached House,44,VAP3089,A,327,,941.0,64TH AVE E,V5X 2N5,LOT 44  BLOCK A  PLAN VAP3089  DIST,RICT LOT 327  NWD OF LOTS 5 TO 8.,,,,1619000.0,762000.0,2023.0,1429173.0,746000.0,2012.0,2012.0,,17,2023
025-394-312,STRATA,600113370046,60011337,CD-1 (321),Comprehensive Development,46,LMS4658,,185,1104,1680.0,BAYSHORE DR,V6G 3H6,LOT 46  PLAN LMS4658  DISTRICT LOT,"185  NWD OF PHBI, TOGETHER WITH AN",INTEREST IN THE COMMON PROPERTY IN,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,1346000.0,349000.0,2020.0,1602000.0,350000.0,2002.0,2002.0,4959.03,28,2020
023-505-087,STRATA,650146470036,65014647,C-3A,Commercial,36,LMS2507,,526,901,1139.0,BROADWAY W,V6H 1G1,LOT 36  PLAN LMS2507  DISTRICT LOT,526  NEW WESTMINSTER UNDIV 56/2617,SHARE IN COM PROP THEREIN.,,,325000.0,234000.0,2022.0,315000.0,227000.0,1996.0,1996.0,1505.33,7,2022
013-104-071,LAND,692230540000,69223054,RT-10,Two-Family Dwelling,16,VAP3142,1,,,1454.0,18TH AVE E,V5N 2H3,LOT 16  BLOCK 1  PLAN VAP3142  NEW,WESTMINSTER DISTRICT LOT 748 & 749.,,,,1193000.0,0.0,2020.0,1379000.0,0.0,,,0.0,15,2020
024-935-549,STRATA,670087990040,67008799,CD-1 (357),Comprehensive Development,40,LMS4341,,526,302,2768.0,CRANBERRY DR,V6K 4V1,LOT 40  PLAN LMS4341  DISTRICT LOT,526  NEW WESTMINSTER UNDIV 69/6194,SHARE IN COMM PROP THEREIN.,,,631000.0,133000.0,2023.0,620000.0,147000.0,2000.0,2000.0,,2,2023
004-884-817,STRATA,605118550023,60511855,RM-5B,Multiple Dwelling,23,VAS1104,,185,701,1127.0,BARCLAY ST,V6E 4C6,LOT 23  PLAN VAS1104  DISTRICT LOT,185  NEW WESTMINSTER UNDIV 1970/100,000 SHARE IN COMMON PROP THEREIN.,,,537000.0,233000.0,2022.0,535000.0,232000.0,1982.0,1982.0,2073.55,27,2022
025-774-921,STRATA,250726330002,25072633,RT-2,Two-Family Dwelling,2,BCS531,,706,,4733.0,VICTORIA DR,V5N 4P2,LOT 2  PLAN BCS531  DISTRICT LOT 70,"6  NWD GROUP 1, UNDIV 104/208 SHARE",IN COM PROP THEREIN TOGETHER WITH,AN INTEREST IN THE COMMON PROPERTY,IN PROPORTION TO THE UNIT ENTITLEME,863000.0,202000.0,2022.0,778000.0,192000.0,2003.0,2003.0,4162.97,19,2022
024-557-021,STRATA,600116040446,60011604,CD-1 (318),Comprehensive Development,446,LMS3942,,185,2502,1367.0,ALBERNI ST,V6E 4R9,"STRATA LOT 446, PLAN LMS3942, DISTR","ICT LOT 185, NEW WESTMINSTER LAND D","ISTRICT, TOGETHER WITH AN INTEREST",IN THE COMMON PROPERTY IN PROPORTIO,N TO THE UNIT ENTITLEMENT OF THE ST,959000.0,349000.0,2022.0,919000.0,335000.0,1999.0,1999.0,3522.34,26,2022
023-598-620,STRATA,126606020037,12660602,DD,Comprehensive Development,37,LMS2586,,541,405,1010.0,HOWE ST,V6Z 1P5,LOT 37  PLAN LMS2586  DISTRICT LOT,541  NEW WESTMINSTER UNDIV 47/7846,SHARE IN COM PROP THEREIN.,,,309000.0,135000.0,2020.0,335000.0,137000.0,1996.0,1996.0,1299.01,29,2020
003-743-543,STRATA,638077930033,63807793,RM-4,Multiple Dwelling,33,VAS241,,526,605,2445.0,3RD AVE W,V6K 4K6,LOT 33  PLAN VAS241  DISTRICT LOT 5,26  NEW WESTMINSTER UNDIV 107/8500,SHARE IN COM PROP THEREIN.,,,509000.0,176000.0,2022.0,496000.0,172000.0,1975.0,1975.0,1844.66,2,2022
030-346-983,STRATA,124608370038,12460837,DD,Comprehensive Development,38,EPS4634,,541,705,1133.0,HORNBY ST,V6Z 1W1,LOT 38  PLAN EPS4634  DISTRICT LOT,"541  NWD GROUP 1, TOGETHER WITH AN",INTEREST IN THE COMMON PROPERTY IN,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,356000.0,189000.0,2020.0,417000.0,190000.0,2017.0,2017.0,1594.5,29,2020
010-388-303,STRATA,648090960010,64809096,RM-4,Multiple Dwelling,10,VAS2105,,526,106,2010.0,8TH AVE W,V6J 1W5,LOT 10  PLAN VAS2105  DISTRICT LOT,526  NEW WESTMINSTER UNDIV 779/4032,5 SHARE IN COM PROP THEREIN.,,,615000.0,127000.0,2020.0,629000.0,134000.0,1988.0,1988.0,2170.86,2,2020
014-963-302,LAND,190711710000,19071171,C-2,Commercial,7,VAP1114,2,631,,4265.0,MAIN ST,V5V 3P8,"LOT 6&7 OF 2, PLAN VAP1114, DISTRIC","T LOT 631, NEW WESTMINSTER LAND DIS","TRICT, BLKS 15 TO 20 & 23 TO 28.",,,3508000.0,412000.0,2021.0,3399000.0,657000.0,1910.0,1960.0,38981.6,16,2021
015-227-871,LAND,642084320000,64208432,RM-4,Multiple Dwelling,3,VAP590,263,526,,2270.0,5TH AVE W,V6K 1S3,LOT 3  BLOCK 263  PLAN VAP590  DIST,RICT LOT 526  NEW WESTMINSTER LOT 4,", BLOCK 263, PLAN VAP590, DISTRICT","LOT 526, NEW WESTMINSTER LAND DISTR",ICT.,7308000.0,2435000.0,2023.0,7308000.0,2278000.0,1971.0,1971.0,,2,2023
024-534-102,STRATA,612157270010,61215727,CD-1 (324),Comprehensive Development,10,LMS3912,,,,177.0,DAVIE ST,V6Z 2Y1,LOT 10  PLAN LMS3912  NEW WESTMINST,"ER DISTRICT LOT FALSE CREEK, UNDIV",47/2866 SHARE IN COM PROP THEREIN.,,,781000.0,195000.0,2021.0,686000.0,193000.0,1998.0,1998.0,9705.43,30,2021
006-554-717,STRATA,646138520004,64613852,FM-1,Multiple Dwelling,4,VAS1439,,526,D,1244.0,7TH AVE W,V6H 1B6,"STRATA LOT 4, PLAN VAS1439, DISTRIC","T LOT 526, NEW WESTMINSTER LAND DIS","TRICT, TOGETHER WITH AN INTEREST IN",THE COMMON PROPERTY IN PROPORTION,TO THE UNIT ENTITLEMENT OF THE STRA,911000.0,215000.0,2021.0,879000.0,222000.0,1984.0,1984.0,3290.74,7,2021
009-804-943,LAND,233793770000,23379377,RS-1,One-Family Dwelling,L,21602,,,,6861.0,DUMFRIES ST,V5P 3B8,LOT L  PLAN 21602  NEW WESTMINSTER,DISTRICT LOT 738 E HLF.,,,,1330000.0,185000.0,2021.0,1200000.0,189000.0,1989.0,1989.0,6073.58,17,2021
017-739-225,STRATA,634253820001,63425382,RT-5,Duplex,1,LMS322,,264A,,1978.0,4TH AVE E,V5N 1K2,LOT 1  PLAN LMS322  DISTRICT LOT 26,4A  NWD UNDIV 110/221 SHARE IN COM,PROP THEREIN TOGETHER WITH AN INTER,EST IN THE COMMON PROPERTY IN PROPO,RTION TO THE UNIT ENTITLEMENT OF TH,1155000.0,155000.0,2023.0,1175000.0,141000.0,1992.0,1992.0,,14,2023
013-985-809,LAND,750221360000,75022136,RS-1,One-Family Dwelling,3,VAP2179,1,713,,1136.0,41ST AVE E,V5W 1R2,LOT 3  BLOCK 1  PLAN VAP2179  DISTR,ICT LOT 713  NWD GROUP 1.,,,,887000.0,279000.0,2020.0,1042000.0,262000.0,2001.0,2001.0,5005.35,19,2020
002-534-088,LAND,301691020000,30169102,RS-1,One-Family Dwelling,25,VAP8287,10,THSL,,3390.0,WORTHINGTON DR,V5M 3T6,LOT 25  BLOCK 10  PLAN VAP8287  DIS,TRICT LOT THSL  NEW WESTMINSTER SEC,TION 40 & 41.,,,1316000.0,159000.0,2021.0,1189000.0,162000.0,1985.0,1985.0,6585.69,22,2021
026-151-740,STRATA,618138350053,61813835,CD-1 (366),Comprehensive Development,53,BCS1099,,FC,1102,455.0,BEACH CRES,V6Z 3E5,"STRATA LOT 53, PLAN BCS1099, DISTRI","CT LOT FC, NEW WESTMINSTER LAND DIS","TRICT, TOGETHER WITH AN INTEREST IN",THE COMMON PROPERTY IN PROPORTION,TO THE UNIT ENTITLEMENT OF THE STRA,912000.0,464000.0,2020.0,1074000.0,465000.0,2005.0,2005.0,4025.75,30,2020
003-636-518,LAND,607109650000,60710965,RM-5B,Multiple Dwelling,38,VAP92,69,185,,1835.0,COMOX ST,V6G 1P9,LOT 38  BLOCK 69  PLAN VAP92  DISTR,ICT LOT 185  NEW WESTMINSTER,,,,5836000.0,4392000.0,2021.0,6484000.0,4396000.0,1956.0,1956.0,30397.3,27,2021
011-639-857,LAND,683027860000,68302786,RS-1,Single Detached House,8,VAP4282,175,540,,4214.0,13TH AVE W,V6R 2T8,LOT 8  BLOCK 175  PLAN VAP4282  DIS,TRICT LOT 540  NWD AMD OF LOT 3.,,,,3099000.0,162000.0,2023.0,3121000.0,172000.0,1963.0,1990.0,,1,2023
024-574-805,STRATA,600117530070,60011753,CD-1 (260),Comprehensive Development,70,LMS3963,,185,910,1239.0,GEORGIA ST W,V6E 4R8,LOT 70  PLAN LMS3963  DISTRICT LOT,185  NEW WESTMINSTER UNDIV 419/2115,61 SHARE IN COM PROP THEREIN.,,,313000.0,122000.0,2020.0,358000.0,122000.0,1999.0,1999.0,1272.67,26,2020
012-888-753,LAND,770318450000,77031845,C-2,Commercial,2,VAP3442,5,36,,3611.0,KINGSWAY,V5R 5M1,LOT 2  BLOCK 5  PLAN VAP3442  DISTR,ICT LOT 36  NWD & DL 49.,,,,2767000.0,1150000.0,2021.0,2767000.0,1110000.0,1981.0,1984.0,26617.4,23,2021
004-069-986,LAND,698203260000,69820326,RS-1,One-Family Dwelling,F,VAP3273,29,301,,626.0,21ST AVE E,V5V 1R7,LOT F  BLOCK 29  PLAN VAP3273  DIST,RICT LOT 301  NWD GROUP 1.,,,,1834000.0,47600.0,2022.0,1560000.0,42600.0,1951.0,1975.0,6958.02,15,2022
029-183-600,STRATA,640062600029,64006260,C-2,Commercial,29,EPS1696,,192,306,2858.0,4TH AVE W,V6K 1R2,LOT 29  PLAN EPS1696  DISTRICT LOT,"192  NWD GROUP 1, TOGETHER WITH AN",INTEREST IN THE COMMON PROPERTY IN,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,603000.0,219000.0,2021.0,565000.0,216000.0,2013.0,2013.0,2402.28,2,2021
013-919-652,LAND,815221460000,81522146,RS-1,One-Family Dwelling,10,VAP2268,1,200,,1198.0,60TH AVE E,V5X 2A7,LOT 10  BLOCK 1  PLAN VAP2268  DIST,"RICT LOT 200  NWD GROUP 1, OF LOT B",.,,,1438000.0,35400.0,2022.0,1186000.0,30700.0,1958.0,1958.0,5691.19,17,2022
013-055-062,LAND,291718400000,29171840,RS-1,One-Family Dwelling,7,VAP3204,142,37,,4862.0,MANOR ST,V5R 3Y2,LOT 7  BLOCK 142  PLAN VAP3204  DIS,TRICT LOT 37  NEW WESTMINSTER,,,,945000.0,198000.0,2020.0,1112000.0,187000.0,1994.0,1994.0,4982.05,23,2020
029-876-567,STRATA,603162680375,60316268,CD-1 (520),Comprehensive Development,375,EPS3602,,FC,1052,38.0,SMITHE ST,V6B 0P3,STRATA LOT 375  PLAN EPS3602  DISTR,ICT LOT FC  NWD  GROUP   TOGETHER W,ITH AN INTEREST IN THE COMMON PROPE,RTY IN PROPORTION TO THE UNIT ENTIT,LEMENT OF THE STRATA LOT AS SHOWN O,433000.0,273000.0,2021.0,412000.0,268000.0,2016.0,2016.0,2063.29,26,2021
025-851-420,STRATA,138616060185,13861606,CD-1 (366),Comprehensive Development,185,BCS679,,FC,3108,1438.0,RICHARDS ST,V6Z 3B8,LOT 185  PLAN BCS679  DISTRICT LOT,"FC  NWD GROUP 1, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM 1,613000.0,261000.0,2022.0,596000.0,254000.0,2004.0,2004.0,2353.61,30,2022
010-299-360,LAND,758147140000,75814714,RS-1,One-Family Dwelling,2,VAP7908,10,526,,1122.0,45TH AVE W,V6M 2G6,LOT 2  BLOCK 10  PLAN VAP7908  DIST,RICT LOT 526  NWD OF LOT 16.,,,,3398000.0,229000.0,2022.0,3072000.0,201000.0,1950.0,1975.0,12912.2,10,2022
030-370-876,STRATA,275736950001,27573695,RM-7,Multiple Dwelling,1,EPS4583,,394,,5391.0,SLOCAN ST,V5R 2A8,LOT 1  PLAN EPS4583  DISTRICT LOT 3,"94  NWD GROUP 1, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM V,963000.0,236000.0,2021.0,902000.0,231000.0,2018.0,2018.0,3504.08,23,2021
006-084-591,STRATA,124617450008,12461745,BCPED,Comprehensive Development,8,VAS1802,,FC,204,1675.0,HORNBY ST,V6Z 2M3,"STRATA LOT 8, PLAN VAS1802, DISTRIC","T LOT FC, GROUP 1, NEW WESTMINSTER","LAND DISTRICT, TOGETHER WITH AN INT",EREST IN THE COMMON PROPERTY IN PRO,PORTION TO THE UNIT ENTITLEMENT OF,867000.0,159000.0,2021.0,841000.0,160000.0,1986.0,1986.0,2998.48,30,2021
012-205-401,LAND,761081320000,76108132,RS-5,One-Family Dwelling,6,VAP3776,1,526,,2170.0,46TH AVE W,V6M 2L1,LOT 6  BLOCK 1  PLAN VAP3776  DISTR,ICT LOT 526  NWD OF LOT 8.,,,,1862000.0,43800.0,2021.0,1847000.0,44200.0,1962.0,1962.0,7215.7,5,2021
025-937-332,STRATA,813150930048,81315093,CD-1 (355),Comprehensive Development,48,BCS449,,526,,979.0,WESTBURY WALK,V6P 6Z5,LOT 48  PLAN BCS449  DISTRICT LOT 5,26  NEW WESTMINSTER UNDIV 178/10589,SHARE IN COM PROP THEREIN.,,,1321000.0,324000.0,2021.0,1324000.0,321000.0,2004.0,2004.0,4807.51,11,2021
003-772-152,STRATA,638234070006,63823407,RM-4,Multiple Dwelling,6,VAS262,,264A,106,1515.0,5TH AVE E,V5N 1L6,LOT 6  PLAN VAS262  DISTRICT LOT 26,4A  NEW WESTMINSTER UNDIV 613/26317,SHARE IN COM PROP THEREIN.,,,432000.0,55300.0,2022.0,410000.0,52500.0,1974.0,1974.0,1312.27,14,2022
027-274-705,STRATA,710230550127,71023055,CD-1 (420),Comprehensive Development,127,BCS2583,,352,610,4078.0,KNIGHT ST,V5N 5Y9,LOT 127  PLAN BCS2583  DISTRICT LOT,"352  NEW WESTMINSTER GROUP 1, TOGE",THER WITH AN INTEREST IN THE COMMON,PROPERTY IN PROPORTION TO THE UNIT,.,422000.0,175000.0,2023.0,375000.0,172000.0,2007.0,2007.0,,15,2023
018-724-108,STRATA,643078430001,64307843,RT-8,Two-Family Dwelling,1,LMS1358,,526,,2355.0,6TH AVE W,V6K 1W1,LOT 1  PLAN LMS1358  DISTRICT LOT 5,26  NWD UNDIV 1673/3349 SHARE IN CO,M PROP THEREIN TOGETHER WITH AN INT,EREST IN THE COMMON PROPERTY IN PRO,PORTION TO THE UNIT ENTITLEMENT OF,1617000.0,342000.0,2021.0,1423000.0,344000.0,1994.0,2000.0,6970.17,2,2021
013-414-046,LAND,678022700000,67802270,RS-1,One-Family Dwelling,6,VAP2820,158,540,,4522.0,12TH AVE W,V6R 2R5,LOT 6  BLOCK 158  PLAN VAP2820  DIS,TRICT LOT 540  NWD OF LOT 2.,,,,2550000.0,1180000.0,2022.0,2200000.0,1123000.0,2013.0,2013.0,11834.6,1,2022
018-282-300,STRATA,683182580001,68318258,RT-6,Two-Family Dwelling,1,LMS903,,302,2,42.0,13TH AVE W,V5Y 1V6,LOT 1  PLAN LMS903  DISTRICT LOT 30,2  NEW WESTMINSTER UNDIV 2480/10000,SHARE IN COM PROP THEREIN.,,,940000.0,282000.0,2021.0,884000.0,287000.0,1912.0,1988.0,3571.29,13,2021
014-309-351,LAND,292701840000,29270184,RS-1,Single Detached House,2,VAP1745,3,THSL,,3984.0,LILLOOET ST,V5R 2E8,LOT 2  BLOCK 3  SECTION 49  PLAN VA,P1745  DISTRICT LOT THSL  NWD PART,"NW 1/4, EXC E 8 FT NOW LANE.",,,1445000.0,75500.0,2023.0,1360000.0,79200.0,1962.0,1980.0,,22,2023
025-775-049,STRATA,730090940003,73009094,CD-1 (22),Comprehensive Development,3,BCS536,,526,,2035.0,33RD AVE W,V6M 1B6,LOT 3  PLAN BCS536  DISTRICT LOT 52,6  NEW WESTMINSTER UNDIV 143/8812 S,HARE IN COM PROP THEREIN.,,,1184000.0,325000.0,2022.0,1138000.0,313000.0,2003.0,2003.0,4063.62,4,2022
019-185-057,STRATA,172592770036,17259277,CD-1 (265),Comprehensive Development,36,LMS1872,,FC,903,183.0,KEEFER PL,V6B 6B9,"STRATA LOT 36, PLAN LMS1872, DISTRI","CT LOT FC, GROUP 1, NEW WESTMINSTER","LAND DISTRICT, TOGETHER WITH AN IN",TEREST IN THE COMMON PROPERTY IN PR,OPORTION TO THE UNIT ENTITLEMENT OF,525000.0,260000.0,2022.0,471000.0,234000.0,1995.0,1995.0,2113.95,26,2022
018-297-471,STRATA,650217930031,65021793,RM-4N,Multiple Dwelling,31,LMS919,,264A,405,1099.0,BROADWAY E,V5T 1Y5,LOT 31  PLAN LMS919  DISTRICT LOT 2,64A  NEW WESTMINSTER UNDIV 559/1915,4 SHARE IN COM PROP THEREIN.,,,286000.0,125000.0,2021.0,290000.0,125000.0,1993.0,1993.0,1201.15,13,2021
003-990-591,LAND,694197750000,69419775,RS-1,Single Detached House,N,VAP3055,70,301,,475.0,19TH AVE E,V5V 1J6,LOT N  BLOCK 70  PLAN VAP3055  DIST,RICT LOT 301  NWD OF LOTS 12 TO 15.,,,,1982000.0,53800.0,2023.0,1903000.0,57700.0,1937.0,1985.0,,15,2023
003-448-312,STRATA,609110950017,60911095,RM-5A,Multiple Dwelling,17,VAS133,,185,404,1725.0,PENDRELL ST,V6G 2X7,LOT 17  PLAN VAS133  DISTRICT LOT 1,85  NEW WESTMINSTER UNDIV 957/10000,0 SHARE IN COM PROP THEREIN.,,,469000.0,163000.0,2022.0,448000.0,156000.0,1974.0,1974.0,1701.94,27,2022
013-932-616,LAND,701303050000,70130305,RS-1,One-Family Dwelling,32,VAP2297,1,THSL,,3403.0,23RD AVE E,V5R 1C1,LOT 32  BLOCK 1  SECTION 50  PLAN V,AP2297  DISTRICT LOT THSL  NWD PART,NE 1/4.,,,1365000.0,401000.0,2021.0,1263000.0,393000.0,2009.0,2009.0,6981.13,22,2021
029-211-379,STRATA,131614930056,13161493,CD-1 (482),Comprehensive Development,56,EPS1755,113,541,901,1325.0,ROLSTON ST,V6B 0M2,LOT 56  BLOCK 113  PLAN EPS1755  DI,"STRICT LOT 541  NWD GROUP 1, TOGETH",ER WITH AN INTEREST IN THE COMMON P,ROPERTY IN PROPORTION TO THE UNIT E,NTITLEMENT OF THE STRATA LOT AS SHO,323000.0,201000.0,2023.0,309000.0,193000.0,2013.0,2013.0,,29,2023
025-499-092,STRATA,148612660024,14861266,HA-3,Historical Area,24,BCS106,,541,211,1275.0,HAMILTON ST,V6B 1E2,"STRATA LOT 24, PLAN BCS106, DISTRIC","T LOT 541, NEW WESTMINSTER LAND DIS","TRICT, TOGETHER WITH AN INTEREST IN",THE COMMON PROPERTY IN PROPORTION,TO THE UNIT ENTITLEMENT OF THE STRA,553000.0,348000.0,2021.0,520000.0,344000.0,2002.0,2002.0,2667.78,29,2021
014-211-602,LAND,691182510000,69118251,RS-7,One-Family Dwelling,16,VAP2354,504,526,,49.0,17TH AVE W,V5Y 1Z5,LOT 16  BLOCK 504  PLAN VAP2354  DI,STRICT LOT 526  NWD  GROUP 1,,,,2504000.0,279000.0,2022.0,2303000.0,270000.0,1994.0,1994.0,9852.43,9,2022
026-725-215,STRATA,138604920032,13860492,DD,Comprehensive Development,32,BCS1920,,541,412,988.0,RICHARDS ST,V6B 8R2,LOT 32  PLAN BCS1920  DISTRICT LOT,541  NEW WESTMINSTER GROUP 1.,,,,609000.0,494000.0,2023.0,491000.0,576000.0,2006.0,2006.0,,29,2023
